(1)Avanti Sensor,,,,(6)Avanti Sensor
-4.288715953307393,0.0,-0.03125,-1.03125,0.02333104448004883
-4.927214465552758,-0.03125,-0.03125,-1.03125,0.02265964751659419
-5.472724498359654,0.0,-0.03125,-1.03125,0.02265964751659419
-5.492027161058976,0.0,-0.03125,-1.03125,0.02265964751659419
-5.4928664072632944,-0.03125,-0.03125,-1.03125,0.0213168535896849
-5.493369954985885,-0.03125,-0.03125,-1.03125,0.021820401312275882
-5.493537804226749,-0.03125,-0.03125,-1.03125,0.0213168535896849
-5.493873502708476,0.0,-0.03125,-1.03125,0.020309758144502935
-5.124605172808422,-0.03125,-0.03125,-1.03125,0.020645456626230255
-4.318257419699397,-0.03125,-0.03125,-1.03125,0.020645456626230255
-3.475318532082094,0.0,-0.03125,-1.03125,0.020477607385366595
-2.5081712062256805,0.0,-0.03125,-1.03125,0.020309758144502935
-1.5366598001068132,-0.03125,-0.03125,-1.03125,0.019974059662775615
-0.7188982986190584,0.0,-0.03125,-1.03125,0.019302662699320974
-0.03172350652323186,-0.03125,-0.03125,-1.03125,0.01913481345845731
0.6784466315709163,-0.03125,-0.03125,-1.03125,0.018631265735866327
1.4946974898908982,-0.03125,-0.03125,-1.03125,0.018631265735866327
2.308094911116197,0.0,-0.03125,-1.03125,0.01896696421759365
2.9764705882352938,0.0,-0.03125,-1.03125,0.019638361181048294
3.4964675364309143,-0.03125,-0.03125,-1.03125,0.019302662699320974
3.9818875410086214,0.0,-0.03125,-1.03125,0.019806210421911954
4.492820630197604,-0.03125,-0.03125,-1.03125,0.020309758144502935
5.033966582742045,-0.03125,-0.03125,-1.03125,0.020813305867093918
5.453589684901197,-0.03125,-0.03125,-1.03125,0.0213168535896849
5.457618066681926,-0.03125,-0.03125,-1.03125,0.0213168535896849
5.457953765163652,-0.03125,-0.03125,-1.03125,0.0213168535896849
5.4582894636453805,-0.03125,-0.03125,-1.03125,0.020981155107957578
5.4582894636453805,0.0,-0.03125,-1.03125,0.0213168535896849
5.142732890821698,0.0,-0.03125,-1.03125,0.021820401312275882
4.420981155107958,0.0,-0.03125,-1.03125,0.021820401312275882
3.4702830548561843,-0.03125,-0.03125,-1.03125,0.021988250553139542
2.390005340657664,0.0,-0.03125,-1.03125,0.022323949034866862
1.4040588998245211,0.0,-0.03125,-1.03125,0.021988250553139542
0.5940184634164949,0.0,-0.03125,-1.03125,0.022491798275730522
-0.18010223544670784,0.0,-0.03125,-1.03125,0.02265964751659419
-1.1156939040207523,0.0,-0.03125,-1.03125,0.02265964751659419
-2.1624017700465394,-0.03125,-0.03125,-1.03125,0.02265964751659419
-3.122499427786679,0.0,-0.03125,-1.03125,0.023163195239185166
-3.9041733424887464,-0.03125,-0.03125,-1.03125,0.02349889372091249
-4.5821164263370715,-0.03125,-0.03125,-1.03125,0.022995345998321506
-5.221286335545891,-0.03125,-0.03125,-1.03125,0.02333104448004883
-5.490180819409476,-0.03125,-0.03125,-1.03125,0.02333104448004883
-5.492530708781567,-0.03125,-0.03125,-1.03125,0.022995345998321506
-5.493034256504157,-0.03125,-0.03125,-1.03125,0.022323949034866862
-5.493369954985885,-0.03125,-0.03125,-1.03125,0.021820401312275882
-5.493369954985885,-0.03125,-0.03125,-1.03125,0.020981155107957578
-5.493537804226749,-0.03125,-0.03125,-1.03125,0.020981155107957578
-4.782360570687419,-0.03125,-0.03125,-1.03125,0.021149004348821242
-3.9661097123674365,0.0,-0.03125,-1.03125,0.021149004348821242
-3.045120927748531,-0.03125,-0.03125,-1.03125,0.020645456626230255
-2.029297322041657,-0.03125,-0.03125,-1.03125,0.020645456626230255
-1.1130083161669337,0.0,-0.03125,-1.03125,0.020645456626230255
-0.37715724422064545,-0.03125,-0.03125,-1.03125,0.020645456626230255
0.2912184328984512,0.0,-0.03125,-1.03125,0.019974059662775615
1.0524147402151522,0.0,-0.03125,-1.03125,0.019638361181048294
1.8884718089570456,0.0,-0.03125,-1.03125,0.019638361181048294
2.6476539253833824,-0.03125,-0.03125,-1.03125,0.019638361181048294
3.234622720683604,-0.03125,-0.03125,-1.03125,0.018631265735866327
3.725413900968948,0.0,-0.03125,-1.03125,0.01913481345845731
4.226276035706111,0.0,-0.03125,-1.03125,0.01896696421759365
4.761715114061188,0.0,-0.03125,-1.03125,0.019302662699320974
5.317296101319905,-0.03125,-0.03125,-1.03125,0.019302662699320974
5.45694666971847,-0.03125,-0.03125,-1.03125,0.019638361181048294
5.457618066681926,-0.03125,-0.03125,-1.03125,0.019974059662775615
5.4582894636453805,-0.03125,-0.03125,-1.03125,0.020309758144502935
5.4582894636453805,0.0,-0.03125,-1.03125,0.019974059662775615
5.4582894636453805,0.0,-0.03125,-1.03125,0.020645456626230255
4.846982528419927,-0.03125,-0.03125,-1.03125,0.0213168535896849
4.008072022583352,-0.03125,-0.03125,-1.03125,0.021149004348821242
2.959014267185473,-0.03125,-0.03125,-1.03125,0.0213168535896849
1.8975356679636834,0.0,-0.03125,-1.03125,0.020981155107957578
0.9928282597085527,0.0,-0.03125,-1.03125,0.021988250553139542
0.22542153047989621,-0.03125,-0.03125,-1.03125,0.0213168535896849
-0.6218814373998627,0.0,-0.03125,-1.03125,0.021988250553139542
-1.6333409628442819,0.0,-0.03125,-1.03125,0.022491798275730522
-2.6515144579232475,-0.03125,-0.03125,-1.03125,0.022323949034866862
-3.5177843900205996,-0.03125,-0.03125,-1.03125,0.023163195239185166
-4.2291294728007935,-0.03125,-0.03125,-1.03125,0.022995345998321506
-4.8832379644464785,0.0,-0.03125,-1.03125,0.02333104448004883
-5.467521171892882,-0.03125,-0.03125,-1.03125,0.02366674296177615
-5.4918593118181125,-0.03125,-0.03125,-1.03125,0.02366674296177615
-5.4928664072632944,-0.03125,-0.03125,-1.03125,0.02333104448004883
-5.493369954985885,-0.03125,-0.03125,-1.03125,0.02333104448004883
-5.493369954985885,-0.03125,-0.03125,-1.03125,0.02333104448004883
-5.493537804226749,0.0,-0.03125,-1.03125,0.02265964751659419
-5.229007400625619,-0.03125,-0.03125,-1.03125,0.02265964751659419
-4.442298008697643,0.0,-0.03125,-1.03125,0.02265964751659419
-3.5822384985122446,-0.03125,-0.03125,-1.03125,0.022323949034866862
-2.578667887388418,0.0,-0.03125,-1.03125,0.021988250553139542
-1.5564660105287251,0.0,-0.03125,-1.03125,0.021988250553139542
-0.7044632639047836,0.0,-0.03125,-1.03125,0.021652552071412222
-0.03608758678568704,-0.03125,-0.03125,-1.03125,0.0213168535896849
0.6410162508583199,-0.03125,-0.03125,-1.03125,0.0213168535896849
1.4419928282597085,-0.03125,-0.03125,-1.03125,0.020981155107957578
2.2651255054551003,-0.03125,-0.03125,-1.03125,0.019974059662775615
2.9526359960326545,-0.03125,-0.03125,-1.03125,0.020477607385366595
3.4840466926070035,0.0,-0.03125,-1.03125,0.020981155107957578
3.9704737926298925,0.0,-0.03125,-1.03125,0.019974059662775615
4.480735484855421,-0.03125,-0.03125,-1.03125,0.019974059662775615
5.010467689021134,-0.03125,-0.03125,-1.03125,0.019302662699320974
5.4529182879377425,-0.03125,-0.03125,-1.03125,0.018631265735866327
5.457282368200198,-0.03125,-0.03125,-1.03125,0.01896696421759365
5.457953765163652,-0.03125,-0.03125,-1.03125,0.01896696421759365
5.457953765163652,0.0,-0.03125,-1.03125,0.019470511940184634
5.4582894636453805,-0.03125,-0.03125,-1.03125,0.019638361181048294
5.204501411459525,-0.03125,-0.03125,-1.03125,0.019638361181048294
4.467978942549782,-0.03125,-0.03125,-1.03125,0.019638361181048294
3.5300373846036472,0.0,-0.03125,-1.03125,0.019302662699320974
2.459830624856947,-0.03125,-0.03125,-1.03125,0.020309758144502935
1.4681773098344395,0.0,-0.03125,-1.03125,0.019974059662775615
0.6329594872968642,0.0,-0.03125,-1.03125,0.019974059662775615
-0.15626764324406803,0.0,-0.03125,-1.03125,0.020981155107957578
-1.0888380254825665,0.0,-0.03125,-1.03125,0.020309758144502935
-2.121278706034943,-0.03125,-0.03125,-1.03125,0.020645456626230255
-3.078019378957808,-0.03125,-0.03125,-1.03125,0.020981155107957578
-3.867414358739605,-0.03125,-0.03125,-1.03125,0.020981155107957578
-4.5470359349965666,0.0,-0.03125,-1.03125,0.0213168535896849
-5.188052185854886,-0.03125,-0.03125,-1.03125,0.0213168535896849
-5.489677271686884,0.0,-0.03125,-1.03125,0.021820401312275882
-5.492698558022431,-0.03125,-0.03125,-1.03125,0.022323949034866862
-5.493034256504157,-0.03125,-0.03125,-1.03125,0.022491798275730522
-5.493537804226749,-0.03125,-0.03125,-1.03125,0.02265964751659419
-5.493369954985885,-0.03125,-0.03125,-1.03125,0.022323949034866862
-5.493537804226749,0.0,-0.03125,-1.03125,0.022995345998321506
-4.888105592431525,-0.03125,-0.03125,-1.03125,0.02265964751659419
-4.086289768825819,0.0,-0.03125,-1.03125,0.023163195239185166
-3.1475089646753647,0.0,-0.03125,-1.03125,0.02333104448004883
-2.0882124055848017,-0.03125,-0.03125,-1.03125,0.022995345998321506
-1.1267719539177536,0.0,-0.03125,-1.03125,0.021988250553139542
-0.3838712138551919,-0.03125,-0.03125,-1.03125,0.0213168535896849
0.2704051270313573,-0.03125,-0.03125,-1.03125,0.021149004348821242
1.0143129625391012,-0.03125,-0.03125,-1.03125,0.0213168535896849
1.851377126726177,0.0,-0.03125,-1.03125,0.0213168535896849
2.629526207370107,0.0,-0.03125,-1.03125,0.020645456626230255
3.2371404592965587,0.0,-0.03125,-1.03125,0.019974059662775615
3.7348134584573134,0.0,-0.03125,-1.03125,0.019974059662775615
4.226276035706111,0.0,-0.03125,-1.03125,0.019302662699320974
4.741908903639276,0.0,-0.03125,-1.03125,0.019302662699320974
5.274998092622263,0.0,-0.03125,-1.03125,0.019302662699320974
5.456275272755016,0.0,-0.03125,-1.03125,0.018631265735866327
5.457618066681926,0.0,-0.03125,-1.03125,0.018631265735866327
5.457953765163652,-0.03125,-0.03125,-1.03125,0.018631265735866327
5.457953765163652,0.0,-0.03125,-1.03125,0.017624170290684367
5.4582894636453805,-0.03125,-0.03125,-1.03125,0.017959868772411687
4.8694743266956575,0.0,-0.03125,-1.03125,0.01829556725413901
4.029556725413901,0.0,-0.03125,-1.03125,0.017959868772411687
3.0291752498664835,0.0,-0.03125,-1.03125,0.01846341649500267
1.9955596246280611,-0.03125,-0.03125,-1.03125,0.018631265735866327
1.0780956740672922,-0.03125,-0.03125,-1.03125,0.019302662699320974
0.26839093614099335,0.0,-0.03125,-1.03125,0.01896696421759365
-0.5998931868467231,-0.03125,-0.03125,-1.03125,0.019302662699320974
-1.616891737239643,-0.03125,-0.03125,-1.03125,0.019302662699320974
-2.6228122377355607,-0.03125,-0.03125,-1.03125,0.019974059662775615
-3.4775005722133203,-0.03125,-0.03125,-1.03125,0.019974059662775615
-4.1817959868772405,0.0,-0.03125,-1.03125,0.020645456626230255
-4.833890287632563,0.0,-0.03125,-1.03125,0.020981155107957578
-5.449225604638743,0.0,-0.03125,-1.03125,0.020645456626230255
-5.491691462577248,0.0,-0.03125,-1.03125,0.020981155107957578
-5.4928664072632944,0.0,-0.03125,-1.03125,0.0213168535896849
-5.493202105745021,-0.03125,-0.03125,-1.03125,0.021988250553139542
-5.493369954985885,-0.03125,-0.03125,-1.03125,0.022323949034866862
-5.493705653467612,-0.03125,-0.03125,-1.03125,0.022995345998321506
-5.316792553597313,-0.03125,-0.03125,-1.03125,0.022995345998321506
-4.548378728923476,-0.03125,-0.03125,-1.03125,0.02366674296177615
-3.702250705729762,0.0,-0.03125,-1.03125,0.02366674296177615
-2.675852597848478,0.0,-0.03125,-1.03125,0.02366674296177615
-1.614877546349279,0.0,-0.03125,-1.03125,0.023834592202639806
-0.7361867704280155,0.0,-0.03125,-1.03125,0.024338139925230793
-0.057236591134508276,0.0,-0.03125,-1.03125,0.024505989166094453
0.6202029449912261,0.0,-0.03125,-1.03125,0.023834592202639806
1.4242008087281604,-0.03125,-0.03125,-1.03125,0.02400244144350347
2.255390249485008,0.0,-0.03125,-1.03125,0.023834592202639806
2.9479362172884715,-0.03125,-0.03125,-1.03125,0.02349889372091249
3.4790112153810937,-0.03125,-0.03125,-1.03125,0.02265964751659419
3.958388647287709,-0.03125,-0.03125,-1.03125,0.021988250553139542
4.466300450141146,0.0,-0.03125,-1.03125,0.0213168535896849
4.989654383154039,-0.03125,-0.03125,-1.03125,0.0213168535896849
5.450232700083924,-0.03125,-0.03125,-1.03125,0.021988250553139542
5.457618066681926,-0.03125,-0.03125,-1.03125,0.0213168535896849
5.457953765163652,0.0,-0.03125,-1.03125,0.0213168535896849
5.457953765163652,0.0,-0.03125,-1.03125,0.020981155107957578
5.4582894636453805,-0.03125,-0.03125,-1.03125,0.020477607385366595
5.274326695658807,0.0,-0.03125,-1.03125,0.019974059662775615
4.5210193026627,0.0,-0.03125,-1.03125,0.019974059662775615
3.591805905241474,0.0,-0.03125,-1.03125,0.020309758144502935
2.5360341802090485,-0.03125,-0.03125,-1.03125,0.019974059662775615
1.5359884031433584,0.0,-0.03125,-1.03125,0.01896696421759365
0.6796215762569618,-0.03125,-0.03125,-1.03125,0.01913481345845731
-0.12907606622415504,-0.03125,-0.03125,-1.03125,0.018631265735866327
-1.0760814831769283,-0.03125,-0.03125,-1.03125,0.019302662699320974
-2.1216144045166705,0.0,-0.03125,-1.03125,0.019638361181048294
-3.0677805752651253,0.0,-0.03125,-1.03125,0.01913481345845731
-3.8392156862745095,0.0,-0.03125,-1.03125,0.019638361181048294
-4.497856107423514,0.0,-0.03125,-1.03125,0.019302662699320974
-5.135347524223698,0.0,-0.03125,-1.03125,0.019974059662775615
-5.48900587472343,0.0,-0.03125,-1.03125,0.020645456626230255
-5.4923628595407035,-0.03125,-0.03125,-1.03125,0.020309758144502935
-5.493202105745021,-0.03125,-0.03125,-1.03125,0.020309758144502935
-5.493369954985885,0.0,-0.03125,-1.03125,0.019974059662775615
-5.493705653467612,0.0,-0.03125,-1.03125,0.020477607385366595
-5.493705653467612,0.0,-0.03125,-1.03125,0.020981155107957578
-4.977569237811856,0.0,-0.03125,-1.03125,0.021149004348821242
-4.196231021591516,0.0,-0.03125,-1.03125,0.020981155107957578
-3.2720531013962004,-0.03125,-0.03125,-1.03125,0.021484702830548562
-2.181033035782406,-0.03125,-0.03125,-1.03125,0.0213168535896849
-1.1558098725871673,0.0,-0.03125,-1.03125,0.022323949034866862
-0.36137941557946135,0.0,-0.03125,-1.03125,0.022323949034866862
0.2798046845197223,-0.03125,-0.03125,-1.03125,0.022491798275730522
0.9928282597085527,-0.03125,-0.03125,-1.03125,0.02265964751659419
1.8139467460135805,-0.03125,-0.03125,-1.03125,0.02333104448004883
2.5917601281757836,0.0,-0.03125,-1.03125,0.02400244144350347
3.219180590524147,0.0,-0.03125,-1.03125,0.02366674296177615
3.720714122224765,-0.03125,-0.03125,-1.03125,0.02333104448004883
4.206805523765927,-0.03125,-0.03125,-1.03125,0.02333104448004883
4.723109788662546,-0.03125,-0.03125,-1.03125,0.023163195239185166
5.254856183718624,-0.03125,-0.03125,-1.03125,0.02265964751659419
5.45694666971847,-0.03125,-0.03125,-1.03125,0.0213168535896849
5.457618066681926,0.0,-0.03125,-1.03125,0.021652552071412222
5.457953765163652,0.0,-0.03125,-1.03125,0.0213168535896849
5.4582894636453805,-0.03125,-0.03125,-1.03125,0.020981155107957578
5.4582894636453805,0.0,-0.03125,-1.03125,0.020645456626230255
4.95944151979858,0.0,-0.03125,-1.03125,0.019974059662775615
4.120531013962005,0.0,-0.03125,-1.03125,0.019974059662775615
3.11108567940795,-0.03125,-0.03125,-1.03125,0.019806210421911954
2.0573281452658887,0.0,-0.03125,-1.03125,0.019974059662775615
1.1230792706187533,0.0,-0.03125,-1.03125,0.019638361181048294
0.3053177691309987,-0.03125,-0.03125,-1.03125,0.019302662699320974
-0.5674982833600366,-0.03125,-0.03125,-1.03125,0.019806210421911954
-1.585671778439002,0.0,-0.03125,-1.03125,0.01913481345845731
-2.586053253986419,0.0,-0.03125,-1.03125,0.019302662699320974
-3.4385595483329516,0.0,-0.03125,-1.03125,0.01913481345845731
-4.150576028076601,-0.03125,-0.03125,-1.03125,0.018631265735866327
-4.80535591668574,-0.03125,-0.03125,-1.03125,0.018631265735866327
-5.423880369268329,-0.03125,-0.03125,-1.03125,0.018631265735866327
-5.491523613336385,-0.03125,-0.03125,-1.03125,0.019302662699320974
-5.4928664072632944,0.0,-0.03125,-1.03125,0.019638361181048294
-5.493202105745021,0.0,-0.03125,-1.03125,0.019638361181048294
-5.493537804226749,-0.03125,-0.03125,-1.03125,0.019974059662775615
-5.493705653467612,-0.03125,-0.03125,-1.03125,0.020477607385366595
-5.424048218509193,-0.03125,-0.03125,-1.03125,0.021149004348821242
-4.64623483634699,-0.03125,-0.03125,-1.03125,0.021149004348821242
-3.793224994277867,-0.03125,-0.03125,-1.03125,0.0213168535896849
-2.7656519417105363,-0.03125,-0.03125,-1.03125,0.0213168535896849
-1.6820172426947428,0.0,-0.03125,-1.03125,0.021149004348821242
-0.7699244678416112,0.0,-0.03125,-1.03125,0.0213168535896849
-0.07301441977569237,0.0,-0.03125,-1.03125,0.021652552071412222
0.6007324330510413,0.0,-0.03125,-1.03125,0.022323949034866862
1.3909666590371559,0.0,-0.03125,-1.03125,0.02265964751659419
2.2090638590066374,-0.03125,-0.03125,-1.03125,0.02265964751659419
2.9204089417868313,0.0,-0.03125,-1.03125,0.02265964751659419
3.479682612344549,0.0,-0.03125,-1.03125,0.02366674296177615
3.9657740138857096,-0.03125,-0.03125,-1.03125,0.02366674296177615
4.457572289616236,-0.03125,-0.03125,-1.03125,0.02366674296177615
4.969176775768673,0.0,-0.03125,-1.03125,0.02400244144350347
5.447547112230106,-0.03125,-0.03125,-1.03125,0.02333104448004883
5.45694666971847,-0.03125,-0.03125,-1.03125,0.022995345998321506
5.4582894636453805,-0.03125,-0.03125,-1.03125,0.02333104448004883
5.4582894636453805,-0.03125,-0.03125,-1.03125,0.02333104448004883
5.4582894636453805,-0.03125,-0.03125,-1.03125,0.022995345998321506
5.366979476615549,-0.03125,-0.03125,-1.03125,0.02333104448004883
4.591515983825437,-0.03125,-0.03125,-1.03125,0.02265964751659419
3.655588616769665,-0.03125,-0.03125,-1.03125,0.02265964751659419
2.6132448310063325,0.0,-0.03125,-1.03125,0.02265964751659419
1.6155489433127335,-0.03125,-0.03125,-1.03125,0.021652552071412222
0.7554894331273365,-0.03125,-0.03125,-1.03125,0.021652552071412222
-0.07402151522087433,0.0,-0.03125,-1.03125,0.0213168535896849
-1.0418402380407414,-0.03125,-0.03125,-1.03125,0.020981155107957578
-2.0929121843289846,-0.03125,-0.03125,-1.03125,0.020981155107957578
-3.0301823453116654,0.0,-0.03125,-1.03125,0.020309758144502935
-3.7999389639124135,0.0,-0.03125,-1.03125,0.019974059662775615
-4.460761425192644,-0.03125,-0.03125,-1.03125,0.019638361181048294
-5.100099183642328,-0.03125,-0.03125,-1.03125,0.019302662699320974
-5.487998779278247,-0.03125,-0.03125,-1.03125,0.01913481345845731
-5.4923628595407035,-0.03125,-0.03125,-1.03125,0.018631265735866327
-5.493034256504157,-0.03125,-0.03125,-1.03125,0.018631265735866327
-5.493537804226749,-0.03125,-0.03125,-1.03125,0.01913481345845731
-5.493537804226749,0.0,-0.03125,-1.03125,0.019302662699320974
-5.493537804226749,-0.03125,-0.03125,-1.03125,0.019638361181048294
-5.082307164110781,-0.03125,-0.03125,-1.03125,0.019638361181048294
-4.291233691920347,-0.03125,-0.03125,-1.03125,0.020309758144502935
-3.36050965133135,-0.03125,-0.03125,-1.03125,0.019974059662775615
-2.266636148622873,-0.03125,-0.03125,-1.03125,0.020477607385366595
-1.2254673075455862,-0.03125,-0.03125,-1.03125,0.021149004348821242
-0.40703440909437705,-0.03125,-0.03125,-1.03125,0.0213168535896849
0.25597009231708245,-0.03125,-0.03125,-1.03125,0.0213168535896849
0.9851071946288243,0.0,-0.03125,-1.03125,0.022323949034866862
1.816632333867399,-0.03125,-0.03125,-1.03125,0.02265964751659419
2.5914244296940567,-0.03125,-0.03125,-1.03125,0.02265964751659419
3.211123826962692,-0.03125,-0.03125,-1.03125,0.02265964751659419
3.708628976882582,-0.03125,-0.03125,-1.03125,0.022323949034866862
4.1906919966430145,0.0,-0.03125,-1.03125,0.021988250553139542
4.704646372167544,0.0,-0.03125,-1.03125,0.02265964751659419
5.235385671778439,0.0,-0.03125,-1.03125,0.02366674296177615
5.456275272755016,-0.03125,-0.03125,-1.03125,0.02400244144350347
5.457953765163652,0.0,-0.03125,-1.03125,0.024673838406958113
5.457953765163652,0.0,-0.03125,-1.03125,0.02400244144350347
5.4582894636453805,0.0,-0.03125,-1.03125,0.024338139925230793
5.4582894636453805,-0.03125,-0.03125,-1.03125,0.024673838406958113
5.037994964522774,-0.03125,-0.03125,-1.03125,0.024673838406958113
4.1906919966430145,-0.03125,-0.03125,-1.03125,0.024673838406958113
3.1812466620889595,-0.03125,-0.03125,-1.03125,0.02400244144350347
2.127153429465171,0.0,-0.03125,-1.03125,0.02366674296177615
1.1882047760738534,0.0,-0.03125,-1.03125,0.02265964751659419
0.36037232013427933,-0.03125,-0.03125,-1.03125,0.022323949034866862
-0.5309071488517586,0.0,-0.03125,-1.03125,0.022323949034866862
-1.5574731059739069,0.0,-0.03125,-1.03125,0.021820401312275882
-2.5605401693751433,-0.03125,-0.03125,-1.03125,0.0213168535896849
-3.411200122072175,0.0,-0.03125,-1.03125,0.0213168535896849
-4.120698863202868,0.0,-0.03125,-1.03125,0.0213168535896849
-4.761715114061188,-0.03125,-0.03125,-1.03125,0.020645456626230255
-5.38628213931487,-0.03125,-0.03125,-1.03125,0.020477607385366595
-5.4913557640955215,-0.03125,-0.03125,-1.03125,0.019974059662775615
-5.492698558022431,0.0,-0.03125,-1.03125,0.020309758144502935
-5.493202105745021,0.0,-0.03125,-1.03125,0.019806210421911954
-5.493537804226749,-0.03125,-0.03125,-1.03125,0.019302662699320974
-5.493537804226749,0.0,-0.03125,-1.03125,0.01896696421759365
-5.489845120927748,-0.03125,-0.03125,-1.03125,0.018631265735866327
-4.736873426413366,0.0,-0.03125,-1.03125,0.01896696421759365
-3.897962920576791,-0.03125,-0.03125,-1.03125,0.018631265735866327
-2.8794537270160987,-0.03125,-0.03125,-1.03125,0.01913481345845731
-1.7696345464255743,-0.03125,-0.03125,-1.03125,0.019302662699320974
-0.8048371099412528,-0.03125,-0.03125,-1.03125,0.019806210421911954
-0.06630045014114595,-0.03125,-0.03125,-1.03125,0.020309758144502935
0.5997253376058594,-0.03125,-0.03125,-1.03125,0.021149004348821242
1.3721675440604257,0.0,-0.03125,-1.03125,0.0213168535896849
2.1828793774319064,-0.03125,-0.03125,-1.03125,0.021484702830548562
2.8905317769131,-0.03125,-0.03125,-1.03125,0.021652552071412222
3.456183718623636,-0.03125,-0.03125,-1.03125,0.021988250553139542
3.9422751201647968,-0.03125,-0.03125,-1.03125,0.022323949034866862
4.43810177767605,-0.03125,-0.03125,-1.03125,0.022323949034866862
4.958098725871671,0.0,-0.03125,-1.03125,0.022323949034866862
5.446036469062332,0.0,-0.03125,-1.03125,0.02265964751659419
5.457450217441062,,,,0.02265964751659419
5.4582894636453805,,,,0.02265964751659419
5.4582894636453805,,,,0.022995345998321506
5.4582894636453805,,,,0.02333104448004883
5.4582894636453805,,,,0.02366674296177615
4.682825970855268,,,,0.024505989166094453
3.7435416189822233,,,,0.024673838406958113
2.691798275730526,,,,0.025009536888685433
1.6753032730601967,,,,0.024673838406958113
0.7907377737087052,,,,0.024338139925230793
-0.05387960631723506,,,,0.024505989166094453
-1.0188448920424202,,,,0.02400244144350347
-2.055481803616388,,,,0.02366674296177615
-2.9845273517967494,,,,0.022995345998321506
-3.7625085831998173,,,,0.022491798275730522
-4.428534370946823,,,,0.021988250553139542
-5.064179446097505,,,,0.022323949034866862
-5.486823834592203,,,,0.0213168535896849
-5.492530708781567,,,,0.0213168535896849
-5.4928664072632944,,,,0.0213168535896849
-5.493369954985885,,,,0.020645456626230255
-5.493537804226749,,,,0.0213168535896849
-5.493705653467612,,,,0.021149004348821242
-5.17949187457084,,,,0.020477607385366595
-4.383886472877088,,,,0.019638361181048294
-3.454001678492408,,,,0.019302662699320974
-2.360128175783932,,,,0.018631265735866327
-1.3028458075837337,,,,0.01896696421759365
-0.44748607614251923,,,,0.019302662699320974
0.2366674296177615,,,,0.01896696421759365
0.9532158388647288,,,,0.019302662699320974
1.7659418631265733,,,,0.019638361181048294
2.541069657434958,,,,0.019974059662775615
3.187624933241779,,,,0.019974059662775615
3.7039291981383986,,,,0.020981155107957578
4.182635233081559,,,,0.021149004348821242
4.688868543526361,,,,0.020981155107957578
5.217257953765164,,,,0.020981155107957578
5.456275272755016,,,,0.020981155107957578
5.457618066681926,,,,0.020813305867093918
5.4582894636453805,,,,0.0213168535896849
5.4582894636453805,,,,0.021820401312275882
5.4582894636453805,,,,0.021652552071412222
5.141054398413061,,,,0.021988250553139542
4.267902647440299,,,,0.021988250553139542
3.241168841077287,,,,0.02265964751659419
2.1922789349202714,,,,0.02333104448004883
1.2479591058213169,,,,0.02366674296177615
0.4134126802471962,,,,0.02366674296177615
-0.48625925078202487,,,,0.02400244144350347
-1.5255817502098115,,,,0.02349889372091249
-2.5383840695811397,,,,0.02333104448004883
-3.3840085450522626,,,,0.022995345998321506
-4.090821698329137,,,,0.02265964751659419
-4.721766994735637,,,,0.022323949034866862
-5.338612954909589,,,,0.021988250553139542
-5.491020065613794,,,,0.021988250553139542
-5.492698558022431,,,,0.0213168535896849
-5.493034256504157,,,,0.020645456626230255
-5.493537804226749,,,,0.020813305867093918
-5.493705653467612,,,,0.020981155107957578
-5.493705653467612,,,,0.020645456626230255
-4.839932860303654,,,,0.019974059662775615
-4.002700846875714,,,,0.020645456626230255
-2.979827573052567,,,,0.019638361181048294
-1.8596017395284963,,,,0.019302662699320974
-0.8723125047684444,,,,0.018631265735866327
-0.11229114213778896,,,,0.018631265735866327
0.5698481727321278,,,,0.018631265735866327
1.3553826199740597,,,,0.017959868772411687
2.180529488059815,,,,0.017959868772411687
2.890196078431373,,,,0.01695277332722972
3.448798352025635,,,,0.017624170290684367
3.9207904173342483,,,,0.018631265735866327
4.412252994583047,,,,0.01829556725413901
4.943327992675669,,,,0.018631265735866327
5.444861524376288,,,,0.019302662699320974
5.45694666971847,,,,0.019638361181048294
5.457618066681926,,,,0.019974059662775615
5.457953765163652,,,,0.019638361181048294
5.4582894636453805,,,,0.019974059662775615
5.4582894636453805,,,,0.020477607385366595
4.776150148775463,,,,0.020981155107957578
3.82410925459678,,,,0.020645456626230255
2.7626306553749904,,,,0.020645456626230255
1.7313649195086596,,,,0.0213168535896849
0.8296787975890745,,,,0.0213168535896849
-0.02333104448004883,,,,0.0213168535896849
-0.9898069733730067,,,,0.022491798275730522
-2.039200427252613,,,,0.02265964751659419
-2.978484779125658,,,,0.022323949034866862
-3.7468986037994965,,,,0.022995345998321506
-4.402182040131227,,,,0.02333104448004883
-5.021210040436408,,,,0.02333104448004883
-5.484809643701839,,,,0.02265964751659419
-5.492195010299839,,,,0.02333104448004883
-5.4928664072632944,,,,0.02265964751659419
-5.493369954985885,,,,0.022323949034866862
-5.493537804226749,,,,0.021652552071412222
-5.493705653467612,,,,0.020981155107957578
-5.245456626230259,,,,0.020981155107957578
-4.479056992446784,,,,0.020981155107957578
-3.5760280766002897,,,,0.020309758144502935
-2.4841687647821775,,,,0.019974059662775615
-1.3852597848477912,,,,0.019638361181048294
-0.4852521553368428,,,,0.019302662699320974
0.22508583199816892,,,,0.01913481345845731
0.9451590753032731,,,,0.019638361181048294
1.7558709086747537,,,,0.01896696421759365
2.52831311512932,,,,0.018631265735866327
